index,ds_id,imdb_id,title,budget,release_year,vote_average,vote_count,features,language
7511,377897,tt5042436,Barbie: Spy Squad,0,2016,6.3,30,conradhelten ericalindbeck stephaniesheh spy gymnastics sister sister relationship barbie friendship stealing animation high tech 3d action animation family,en
7512,262848,tt3627704,Phantasm: Ravager,0,2016,5.4,34,davidhartman reggiebannister amichaelbaldwin ball sequel sphere the tall man science fiction fantasy horror,en
7513,413441,tt6041048,Autumn in the Vineyard,0,2016,8,4,scottsmith rachaelleighcook brendanpenny tv movie romance,en
7514,283521,tt3960584,Falsely Accused,0,2016,5.5,2,rosannaarquette jongries depression murder coming of age crime crime mystery thriller,en
7515,415766,tt1949605,Who Gets the Dog?,0,2016,5.6,9,huckbotko aliciasilverstone ryankwanten divorce dog pets comedy romance,en
7516,417877,tt3138344,Baked in Brooklyn,0,2016,5.4,27,roryrooney joshbrener alexandradaddario,en
7517,394822,tt1724597,London Town,0,2017,6.3,16,derrickborte jonathanrhysmeyers danielhuttlestone london england riot independent film cross dressing rock band singersongwriter the clash accident football ticket drama music,en
7518,324560,tt1895315,Brimstone,0,2017,7,176,martinkoolhoven guypearce dakotafanning mystery thriller western,en
7519,381040,tt4550420,My Blind Brother,0,2016,6.2,19,sophiegoodhart nickkroll adamscott brother brother relationship sibling rivalry blind woman director comedy drama romance,en
7520,418772,tt4354616,Crisis in Six Scenes,0,2016,6.3,27,woodyallen woodyallen mileycyrus,en
7521,410126,tt5345298,Patient Seven,0,2016,5.2,29,dannydraven michaelironside jackplotnick anthology psychiatrist mental patient thriller horror,en
7522,406992,tt1655461,Wild Oats,0,2016,6.3,18,andytennant shirleymaclaine jessicalange,en
7523,376389,tt5278930,Sky Ladder: The Art of Cai Guo-Qiang,0,2016,8.4,10,kevinmacdonald fireworks portrait of an artist,en
7524,319093,tt4214450,Western,0,2015,4.5,2,turnerross western documentary,en
7525,417026,tt5946232,Russell Peters: Almost Famous,0,2016,6.6,7,davidhigby,en
7526,413337,tt5957584,Girl in the Box,0,2016,6.7,3,stephenkemp addisontimlin zaneholtz,en
7527,329697,tt3551954,Raiders!: The Story of the Greatest Fan Film Ever Made,0,2015,7.6,16,jeremycoon johnrhysdavies eliroth pop culture fan culture kids indiana jones fan film fandom,en
7528,356895,tt4882174,37,0,2016,4.6,8,pukgrasten christinabrucato michaelpotts rape based on true story remake murder racism woman director necrophile apathy loss of innocence inspired by true events kew gardens kitty genovese fictionalized history genovese syndrome bystander effect indifference,en
7529,301334,tt2315582,Una,0,2016,6.6,22,benedictandrews rooneymara benmendelsohn shower pedophilia based on play or musical sex scene tween girl topless woman screenplay adapted by author title spoken by character,en
7530,414610,tt5989054,Stalked by My Doctor: The Return,0,2016,4.7,6,dougcampbell ericroberts claireblackwelder,en
7531,381073,tt5052524,Operator,0,2016,6.3,29,logankibens martinstarr maewhitman marriage programmers comedy drama,en
7532,414067,tt4622108,Amber Alert,0,2016,5.4,7,philippegagnon damonrunyan alainahuffman,en
7533,412924,tt5213534,Supersonic,0,2016,7.5,52,matwhitecross noelgallagher liamgallagher oasis family band documentary music,en
7534,417028,tt5653444,The Swap,0,2016,7,30,jaykaras peytonlist jacobbertrand high school ice hockey bodyswap based on young adult novel body switching rhythmic gymnastics comedy tv movie,en
7535,402543,tt5176536,Center Stage: On Pointe,0,2016,7,15,directorx nicolemuoz kennywormald music tv movie drama,en
7536,413440,tt6076802,Pumpkin Pie Wars,0,2016,5.8,4,stevenrmonroe juliegonzalo ericaragon tv movie romance,en
7537,412974,tt5968910,Love on a Limb,0,2016,6.6,7,meldamski ashleywilliams trevordonovan tv movie romance,en
7538,414767,tt4143270,Death Al Dente: A Gourmet Detective Mystery,0,2016,4,3,terryingram brookeburns dylanneal drama tv movie mystery crime,en
7539,370765,tt5213744,Jessica Darling's It List,0,2016,4,17,chloeeast emmaraynelyle middle school woman director,en
7540,330161,tt3600960,Gourmet Detective,0,2015,6.2,6,scottsmith dylanneal brookeburns tv movie mystery,en
7541,348631,tt4041382,Gourmet Detective: A Healthy Place to Die,0,2015,4,4,scottsmith dylanneal brookeburns drama tv movie mystery crime,en
7542,403330,tt4364862,Romantically Speaking,0,2015,5,2,ronoliver heathermorris jonathanbennett family romance,en
7543,385737,tt4392770,Always Shine,0,2016,5.3,36,sophiatakal mackenziedavis caitlinfitzgerald jealousy best friend psychological woman director temporary insanity person snapping,en
7544,360284,tt3262022,A Light Beneath Their Feet,0,2016,6.3,3,valerieweiss madisondavenport tarynmanning,en
7545,377448,tt1267299,The Rocky Horror Picture Show: Let's Do the Time Warp Again,0,2016,5.2,43,kennyortega timcurry lavernecox tv movie horror comedy music thriller science fiction,en
7546,316021,tt1290138,Frank & Lola,0,2016,5.7,51,matthewross michaelshannon imogenpoots paris sex jealousy secret restaurant love relationship las vegas chef drama mystery romance,en
7547,415078,tt6146460,Hamilton's America,0,2016,5.7,11,alexhorwitz linmanuelmiranda barackobama history broadway musical,en
7548,291356,tt3608930,In a Valley of Violence,0,2016,5.7,115,tiwest ethanhawke taissafarmiga civil war revenge murder violence killer dog cowboy crime thriller western action,en
7549,346388,tt4222028,Black Mountain Poets,0,2016,6.6,7,jamieadams alicelowe dollywells drama comedy,en
7550,405656,tt4771160,Joe Cinque's Consolation,0,2016,0,0,sotirisdounoukos maggienaouri jeromemeyer based on novel true crime drama crime,en
7551,421281,tt4874696,Borrowed Time,0,2015,7.8,55,andrewcoats gregdykstra nickpitera father son relationship police love murder family relationships blood death flashback animation drama western,en
7552,366696,tt3686998,The Red Pill,0,2016,8,30,cassiejaye cassiejaye paulelam feminism equality human rights woman director interviews mens rights freedom of expression,en
7553,326285,tt0376479,American Pastoral,0,2016,5.7,117,ewanmcgregor ewanmcgregor jenniferconnelly based on novel wife husband relationship 1970s political activism man hunt father daughter relationship 1960s,en
7554,422514,tt4933506,Killjoy's Psycho Circus,0,2016,9,1,johnlechago skindiamond victoriademare,en
7555,421854,tt6023444,Joe Rogan: Triggered,0,2016,7.4,9,anthonygiordano,en
7556,392058,tt3560148,"Fear, Inc.",0,2016,5.6,51,vincentmasciale lucasneff caitlinstasey horror comedy,en
7557,413770,tt1725969,Ethel & Ernest,0,2016,7.8,20,rogermainwood jimbroadbent brendablethyn war animation drama,en
7558,360029,tt4846318,Into the Inferno,0,2016,6.8,42,wernerherzog wernerherzog cliveoppenheimer volcano volcanologist history worship volcanic eruption spiritualism,en
7559,339152,tt3299704,The Babushkas of Chernobyl,0,2015,7,4,hollymorris,en
7560,410718,tt5929776,Before the Flood,0,2016,7.9,200,fisherstevens leonardodicaprio billclinton climate change society global warming green energy environment environmentalism endangered species documentary tv movie,en
7561,397514,tt2923088,The Windmill Massacre,0,2016,5,41,nickjongerius patrickbaladi benbatt father son relationship child abuse amsterdam bus windmill tour murder gore holland on the run blood slasher violence scythe miller devil worship tourists bone miller drama horror,en
7562,421851,tt6163356,Michael Moore in TrumpLand,0,2016,6.3,35,michaelmoore michaelmoore hillaryclinton politics based on play or musical election political satire,en
7563,345918,tt2597768,Come and Find Me,0,2016,5.7,71,zackwhedon aaronpaul annabellewallis drama thriller,en
7564,374440,tt5254640,Spa Night,0,2016,5.8,6,andrewahn joeseo haerrykim korea spa,en
7565,300321,tt3836480,RWD,0,2015,3.6,5,mattstuertz adamhartley mattstuertz time travel found footage science fiction horror,en
7566,407559,tt5059406,I Am the Pretty Thing That Lives in the House,0,2016,4.2,108,ozperkins ruthwilson paulaprentiss horror thriller,en
7567,397243,tt3289956,The Autopsy of Jane Doe,0,2016,6.3,799,andrvredal emilehirsch briancox father son relationship crematorium autopsy supernatural murder bell morgue corpse thunderstorm coroner autopsy room supernatural horror elevator axe cause of death horror mystery,en
7568,402370,tt3917318,Alleycats,0,2016,4.7,16,ianbonhte joshwhitehouse eleanortomlinson corruption cycling bike racing action thriller,en
7569,319096,tt3750942,Whitney,0,2015,5,32,angelabassett yayadacosta arlenescarpeta biography rhythm and blues crack cocaine woman director lifetime romance drama music,en
7570,366269,tt1827509,Satan Lives,0,2015,0,0,samdunn,en
7571,419639,tt5254868,The Thinning,0,2016,7.6,92,michaeljgallagher peytonlist matthewglave dystopia high school conspiracy eugenics aptitude test meritocracy,en
7572,413279,tt6016776,Team Thor,0,2016,7.5,93,taikawaititi chrishemsworth markruffalo marvel comic superhero based on comic mockumentary norse mythology comedy fantasy science fiction,en
7573,353728,tt3638396,Closet Monster,0,2016,7.4,77,stephendunn connorjessup aaronabrams rejection bullying coming of age in the closet lgbt animal spirit treehouse,en
7574,340684,tt3899516,Those People,0,2015,6.7,69,joeykuhn jonathangordon jasonralph romance drama,en
7575,291413,tt3612320,Within,0,2016,5,42,philclaydon michaelvartan erinmoriarty horror thriller,en
7576,270007,tt2782844,Take Down,0,2016,5.9,34,jimgillespie jeremysumpter phoebetonkin kidnapping boot camp survival remote island action drama thriller,en
7577,419330,tt3078932,Somnus,0,2016,4.9,8,chrisreading rohitgokani victoriaoliver thriller adventure science fiction,en
7578,413471,tt1588878,The Late Bloomer,0,2016,5.2,92,kevinpollak johnnysimmons brittanysnow sex based on novel puberty love relationship comedy drama romance,en
7579,413361,tt4431208,Ice Guardians,0,2016,9.3,3,brettharvey jaybaruchel daveschultz sport ice hockey blood cheering fighting goon crowd enforcer nhl,en
7580,348896,tt2989350,Dare to Be Wild,0,2015,5.3,3,viviennedecourcy emmagreenwell tomhughes,en
7581,340223,tt2898306,Harry & Snowman,0,2015,6,1,rondavis,en
7582,359151,tt4239726,Tanna,0,2015,7.4,25,martinbutler mungaudain mariewawa tradition beach arranged marriage volcano love tribe pacific island active volcano romance drama,en
7583,333665,tt3760966,Consumed,0,2015,5.4,18,darylwein zoelisterjones victorgarber thriller drama,en
7584,420511,tt5198570,Ice Girls,0,2016,4,3,damianlee laradaans murrayfurrow,en
7585,385372,tt3951732,Chalk It Up,0,2016,5,21,hisonnijohnson maddycurley johndeluca,en
7586,417936,tt4742556,Accidentally Engaged,0,2016,6.3,15,letiaclouston lexigiovagnoli brantdaugherty celebrity wedding hometown lying pretend relationship comedy romance tv movie,en
7587,352334,tt3273434,November Rule,0,2015,6.3,19,mikeelliott momcrae tatyanaali,en
7588,340484,tt5278592,Kate Plays Christine,0,2016,4.3,7,robertgreene katelynsheil drstevencbovio suicide live television documentary drama,en
7589,393561,tt4964772,Risk,0,2017,6.9,10,laurapoitras julianassange sarahharrison asylum national security agency nsa information leak,en
7590,373480,tt5278598,Kiki,0,2017,7,4,sarajorden woman director black lgbt,en
7591,376257,tt5259692,Trapped,0,2016,7.8,4,juneayers gloriagray,en
7592,376234,tt5278578,Newtown,0,2016,6.5,12,kimasnyder shooting school gun violence woman director,en
7593,376387,tt4079902,Hooligan Sparrow,0,2016,8,1,nanfuwang,en
7594,376534,tt5375040,Cameraperson,0,2016,7.3,16,kirstenjohnson,en
7595,358924,tt4935480,Miss Sharon Jones!,0,2015,8,3,barbarakopple,en
7596,336271,tt3653650,The Dark Stranger,0,2016,5.2,10,christrebilcock katiefindlay stephenmchattie drama thriller horror,en
7597,396004,tt4035898,The Evil in Us,0,2016,4.9,22,jasonwilliamlee tatyanaforrest debshoward cocaine cannibal cannibalism,en
7598,417406,tt3697398,The Possession Experiment,0,2016,3.7,13,scottbhansen billmoseley eugeniagonzales thriller horror,en
7599,375082,tt2262518,Spaceman,0,2016,6.7,7,brettrapkin joshduhamel erniehudson baseball boston red sox comedy drama,en
7600,336445,tt4382824,Army of One,0,2016,5.5,64,larrycharles nicolascage wendimclendoncovey,en
7601,393603,tt3485800,The Congressman,0,2016,5.7,3,jaredmartin treatwilliams jayneatkinson,en
7602,411023,tt5952266,The Ivory Game,0,2016,7.9,19,kiefdavidson princewilliamdukeofcambridge ofirdrori africa wildlife activism poachers,en
7603,352498,tt4262174,First Girl I Loved,0,2016,6.9,21,keremsanga dylangelula briannahildebrand high school confusion best friend girl female homosexuality softball first love yearbook drama romance,en
7604,323673,tt4380580,Just the Way You Are,0,2015,3,3,kristoffertabori candacecameronbure tyolsson tv movie romance,en
7605,322548,tt3014078,Shangri-La Suite,0,2017,6.1,15,eddieokeefe emilybrowning lukegrimes romance drama crime,en
7606,421725,tt6151810,Scrat: Spaced Out,0,2016,6.9,14,galentchu neildegrassetyson chriswedge science fiction comedy animation,en
7607,354979,tt4054654,Dog Eat Dog,0,2016,4.6,72,paulschrader nicolascage willemdafoe police brutality baby police murder dead body drug use excon grocery store impersonating a police officer drama crime thriller,en
7608,408619,tt5001772,Justin Timberlake + The Tennessee Kids,0,2016,7.8,11,jonathandemme music documentary,en
7609,365323,tt4660248,Invisible,0,2016,0,0,yannisstankoglou korakarvouni,en
7610,355338,tt4941804,Riley's First Date?,0,2015,7.2,188,joshcooley amypoehler phyllissmith mother daughter relationship rock music teenager girl father daughter relationship boyfriend first date short overprotective father animation family,en
7611,345725,tt3856504,A Fool,0,2015,7.4,7,jianjiangchen wangxuebing adventure drama comedy,en
7612,367732,tt3163336,Uncle Nick,0,2015,6.1,10,chriskasick brianposehn pagetbrewster,en
7613,408151,tt4549224,The Standoff,0,2016,4.6,14,oliviaholt mckaleymiller,en
7614,416261,tt4906686,All Hallow's Eve,0,2016,6.2,5,charlievaughn lexigiovagnoli ashleyargota,en
7615,313371,tt3449658,All She Wishes,0,2015,8.5,2,fantasy comedy family,en
7616,375345,tt3217994,The Submarine Kid,0,2016,5.7,17,ericbilitch emiliederavin finnwittrock,en
7617,410259,tt5024894,Race to Win,0,2016,5.4,5,teddysmith daniellecampbell lukeperry horse riding drama family,en
7618,316015,tt3683072,My Life as a Dead Girl,0,2015,6,4,penelopebuitenhuis cassandrascerbo keeganconnortracy mystery crime fantasy,en
7619,410314,tt5676118,A Wish for Christmas,0,2016,6.1,18,christiewill laceychabert paulgreene holiday tv movie woman director tv movie drama romance,en
7620,352186,tt2170427,Good Kids,0,2016,6.4,69,chrismccoy nicholasbraun zoeydeutch graduation student,en
7621,407172,tt5922484,Summer Villa,0,2016,6.2,15,patkiely hilarieburton victorwebster romance comedy,en
7622,387558,tt3184666,My Feral Heart,0,2016,0,0,janegull stevenbrandon suzannahamilton down syndrome disability woman director,en
7623,401061,tt4439102,Officer Downe,0,2016,4.6,20,shawncrahan kimcoates tylerross resurrection vigilante cop based on graphic novel action comedy science fiction,en
7624,396232,tt5728684,Sour Grapes,0,2016,8.3,15,reubenatlas,en
7625,378480,tt4924618,Il Solengo,0,2016,5,1,matteozoppis,en
7626,393961,tt6039284,Food Choices,0,2016,8.2,19,health vegetarian vegan vegetables plant based,en
7627,380699,tt3780514,We're Still Here: Johnny Cash's Bitter Tears Revisited,0,2015,0,0,johnnycash kriskristofferson,en
7628,381685,tt5547496,Ricardo O'Farrill: Abrazo Genial,0,2016,0,0,ralcampos,en
7629,376502,tt5222646,The Blackout Experiments,0,2016,5,3,andrewgallagher jessicasowa horror documentary,en
7630,396744,tt5254612,Underfire: The Untold Story of Pfc. Tony Vaccaro,0,2016,7,1,maxlewkowicz war documentary drama history,en
7631,396330,tt5612702,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,0,2016,7,22,mattpeters sarahhyland nolannorth dc comics gotham city joker super powers lego adventure animation action,en
7632,345470,tt3917118,Hector,0,2015,7,2,jakegavin petermullan keithallen,en
7633,419471,tt4154004,The Unbidden,0,2016,3,1,quentinlee tamlyntomita julianickson thriller horror mystery,en
7634,421313,tt4587366,Eliminators,0,2016,6,36,jamesnunn scottadkins stuartbennett london england martial arts assassin daughter revenge fighting widower agent kiddnapping action hit man wrong address,en
7635,140491,tt2324928,Alienate,0,2016,4.3,12,michaelshumway blakewebb tatumlangton drama horror science fiction,en
7636,353979,tt1183374,Pet,0,2016,5.9,193,carlestorrens dominicmonaghan kseniasolo waitress bus obsession restaurant cage stalker murder basement gore stalking serial killer violence slave dog security guard journal dog pound imprisoned rat horror thriller,en
